train_id,name,item_condition_id,category_name,brand_name,price,shipping,item_description
384,NIP extra large VS PINK SHERPA BLANKET,1,Women/Other/Other,PINK,61,0,"Last one! Priority Shipping included Brand New in Online Packaging Sweet dreams guaranteed¨Cthis super soft snuggly blanket instantly brightens up your dorm room or bedroom. Faux fur on one side, plush on the other. Softest Blanket ever! Faux-fur on one side 60""W x 72""L Imported polyester Victoria's Secret PINK"
386,Victoria's Secret Swim Suit,3,Women/Swimwear/Two-Piece,Victoria's Secret,25,0,Good used condition!
387,Cozy Boots,3,Women/Shoes/Boots,Canyon River Blues,14,0,"Women boots by Canyon River Blues, size 10, used once, good conditions"
391,Victoria's Secret Red/Coral Garter Skirt,2,Women/Underwear/Panties,Victoria's Secret,8,1,This is a super cute garter skirt from Victoria's Secret. It is a bright red color with coral accents. It is in perfect condition and comes from a smoke free home :)
393,BB cream,1,Beauty/Makeup/Face,Neutrogena,9,1,"Brand new in box Bb cream daily Moisturizer with sunscreen SPF 30 Light/medium Brand new Tinted Moisturizer Acne treatment Fair **Please only purchase if you plan to rate in 3 days or less after receiving your items. ###No Holds###. Follow me- I'm always adding new things! **Shipping time (dropping at post office) is usually 1-2 days, Monday-Saturday. Purchases on Friday may sometimes ship Saturday or could possibly be Monday. **I provide tracking with all purchases. Please ask me about bundling multiple listings to save on shipping. Thank you for shopping!!"
394,New NY Giants Women's Bling Jersey Top S,2,Women/Athletic Apparel/Shirts & Tops,NFL,21,0,"BRAND NWOT NFL Team Apparel Women's NY Giants Fitted Lace Up Jersey Top Red Lace-Up and Bling Letter Detail Mesh Panels Team Jersey Material, Super flattering fit SIZE SMALL Removable sticker tag still attached to sleeve but has a bit of wear from storing- see photo No tears or pulls- brand new"
395,Nwt VS PINK TOTE,1,Women/Women's Handbags/Totes & Shoppers,Victoria's Secret,15,1,"New with tags Victoria's Secret PINK logo tote / beach bag, pink and orange"
397,Victoria secrets perfume,1,Beauty/Fragrance/Women,Victoria's Secret,15,1,No description yet
399,Under Armour Tank,1,Women/Athletic Apparel/Shirts & Tops,Under Armour,13,0,"Neon green UA fitted tank NWT! Womens M CHECK OUT MY CLOSET for other items like nike shoes, lululemon headbands, Calvin Klein Jacket, magaschoni cashmere, khakis, vs pink panties, leggings, etc"
402,Guess blue bandage dress,1,"Women/Dresses/Above Knee, Mini",GUESS,32,0,New with tags size small
404,F21 satin bralettes sz medium,3,Women/Underwear/Bras,FOREVER 21,8,1,Both have only been worn and washed once. The tags have been cut out tho.
407,Authentic blue and black nike foams 7c,3,Kids/Boys 0-24 Mos/Shoes,Nike,56,0,Authentic blue and black nike foams size 7c good condition
408,Charlotte Russe Lace dress,2,"Women/Dresses/Above Knee, Mini",Charlotte Russe,9,0,No description yet
412,HP 952 XL HP 952 COLOR,1,Other/Office supplies/Ink & Toner,HP,59,0,Combo pack new Black xl Cyan Magenta Yellow expiration Dec. 2017 Retails [rm]
416,2 pair men's superman socks. Free ship,1,Men/Athletic Apparel/Socks,DC Comics,10,1,Two pair men's socks. I pay shipping you save. Bundle and save more. Do not ask for discount unless buying two or more items. Smoke pet free home. New with tags Buy superman socks n And get batman socks for five dollars more
420,SZ 11 jeans,3,Women/Jeans/Boot Cut,Angels,7,0,"Gently worn size 11 jeans and or 31"" waist jeans."
421,Victoria's secret PINK boyfriend med,4,Women/Athletic Apparel/Tracksuits & Sweats,PINK,20,1,"Medium vs pink boyfriend pants, well loved"
424,Fitbit,1,Sports & Outdoors/Exercise/Fitness technology,Fitbit,60,1,No description yet
431,Victoria's Secret lounge sweatpants,2,"Women/Athletic Apparel/Pants, Tights, Leggings",Victoria's Secret,20,0,"Black sweatpants by Victoria's Secret ""Angel"" loungewear. Drawstring waist with side pockets. Only worn once and washed."
433,Anastasia ultimate glow,1,Beauty/Makeup/Makeup Palettes,Sephora,22,0,New with box Authentic
435,FLASH SALE KKW Creme Lipstick,1,Beauty/Makeup/Lips,Kylie Cosmetics,15,1,HEADING TO THE POST OFFICE IN 20 MINUTES THIS SALE WILL BE TAKEN DOWN AFTER THAT The KKW Cr¨¨me Liquid Lipstick has sheer to medium coverage that can be built based on your desired lip intensity. This unique cr¨¦me formula contains moisturizing and hydrating ingredients that glide on for a luxurious and creamy finish. Gives a natural sheen while feeling ultra lightweight on the lips. Kylie
437,3 pairs A.E. 32/32,2,Men/Jeans/Boot Cut,American Eagle,41,0,3 pairs boot cut
439,Jaclyn Hill Palette,1,Beauty/Makeup/Makeup Palettes,Morphe Cosmetics,69,0,Brand new! Authentic!! Absolutely the most gorgeous color ever! Will ship the same day.
440,New Seattle Seahawks beanie,1,Men/Men's Accessories/Hats,New Era,18,1,Brand new one size fits all
445,Milani Eyeshadow Pallettes,1,Beauty/Makeup/Eyes,Milani,8,1,Vital Brights Plum Basics Never used never opened nothing. Excellent shape
447,Black & White Market Blouse,3,Women/Tops & Blouses/Blouse,White House Black Market,12,1,"Medium Great condition no flaws Stretchy , slinky material black V neck Open slits on sides of arms. Below waist,slightly flowy. Matches pants & shirt in other listing"
450,CORAL forever 21 long dress size small,1,Women/Dresses/Full-Length,FOREVER 21,12,1,New Will fit medium
454,Adidas high top basketball shoes,2,Men/Shoes/Athletic,Adidas,23,1,"Size 12 1/2, never worn and in great condition."
459,4T lot of shirts,4,Kids/Boys 2T-5T/Tops & T-Shirts,Old Navy,10,1,2 old nave shirts and 1 carter's all size 4T free shipping
467,Mk watch,2,Women/Women's Accessories/Watches,Michael Kors,30,1,New last 1
469,Kylie Jenner,3,Women/Shoes/Fashion Sneakers,PUMA,39,1,Kylie Jenner Pumas very comfortable and cute with a pair of leggings ..
479,Women's Converse All Star tennis shoes 7,3,Women/Shoes/Fashion Sneakers,Converse,18,0,"Women's Converse all star tennis shoes. Size: 7.... I think they run more like a 7.5. Bottom of shoe is 10.5"" from very tip to end of heel. Good condition.... Mild dirty on white sole and a toe scuff on left front."
481,Blue Ombr¨¦ Sequined Homecoming Dress,2,Women/Dresses/Knee-Length,Masquerade,36,0,Masquerade brand. Size 15/16. Perfect condition. Only worn once for a few hours
482,Peanut Butter Air Force One,2,Men/Shoes/Fashion Sneakers,Nike,61,0,Very clean . Worn maybe once. Has crease protection pads installed . Size 10.5 . Mint condition Not for sale in the main market anymore
484,Maybelline Mascara #130 Blackest Black,1,Beauty/Makeup/Eyes,Maybelline,9,1,(3) maybelline mascara As pictured New!!! FAST FREE SHIPPING!!! Price is for all 3!!!
489,Adidas men's gray athletic top medium,2,Men/Athletic Apparel/Shirts & Tops,Adidas,18,0,"Like new, size medium"
492,5 Disney Princess Dress Up,3,Kids/Toys/Dolls & Accessories,Disney,18,0,5 Disney Princess magnetic dress up Sleeping Beauty - Aurora Frozen - Elsa & Anna Disney Jr - Doc McStuffins Cinderella Lots of dress up options. Clothes shoes accessories Comes with Frozen keepsake box:) No free shipping
497,Nintendo 64 Men's T shirt Size 2XL,1,Men/Tops/T-shirts,Nintendo,15,1,New t shirt Official Licensed Product Size 2XL
500,Bundle for Elle's boutique,1,Women/Women's Accessories/Hats,PINK,49,1,Brand new Price is firm Bundle orders to save on shipping :)
501,New Tarte Mini Sample set,1,Beauty/Makeup/Face,Tarte,9,1,New Tarte Mini Sample set
502,NEW IN BOX Belkin iPhone/iPad chargers!,1,Electronics/Cell Phones & Accessories/Cell Phone Accessories,Belkin,15,1,These are 25$ in bell and other stores I got them at a salvage auction where the box they were in was damaged during shipping. 15$ each or 2 for 25. Shipping is free thanks!
504,PINK summer tank,2,"Women/Tops & Blouses/Tank, Cami",PINK,8,1,"Good condition, worn maybe twice!"
505,Banana Republic polo,2,"Men/Tops/Polo, Rugby",Banana Republic,11,0,Navy and gray striped polo by Banana Republic luxury touch line of men's polo shirts. Size large. Very nice and soft polo with no signs of ware. Like new condition. Made with 100% cotton.
506,Brandy Melville holo sticker bundle,1,Women/Tops & Blouses/T-Shirts,Brandy Melville,3,1,Brandy Melville stickers ? holo alien sticker ? holo smile sticker FREE SHIPPING || Will be shipped in an envelope w/tracking provided
508,Like new Nike shorts!,2,Women/Athletic Apparel/Shorts,Nike,34,0,Green like new Nike shorts! Great condition! Excellent for a jog or a bum day! Offers are accepted! 3 pairs
520,Lularoe Julia/Jordan Athletic Pant,2,Women/Dresses/Knee-Length,LuLaRoe,46,0,"I love this print!! I believe it was called cabbage floral. It is red with pink,green and hints of yellow."
523,New lularoe Randy shirt sz m,1,Women/Tops & Blouses/T-Shirts,LuLaRoe,23,0,Comes from a smoke free pet friendly home check out my other listings to combined on shipping
525,Elf Belle Beauty Book,1,Beauty/Makeup/Makeup Sets,e.l.f.,22,1,Brand new never used
527,Cam Matthew HOLD FOR FELDER,1,Vintage & Collectibles/Trading Cards/Sports,NFL,5,1,No description yet
531,Bali warmer,1,Home/Home D¨¦cor/Home Fragrance,Scentsy,39,0,"Brand new ""Bali"" 3pc warmer, comes with a bar to get you started :) absolutely beautiful warmer!"
535,Jordan boys outfit size 3,1,Kids/Boys 2T-5T/Tops & T-Shirts,Nike,17,1,No description yet
539,"Beauty bundle color pop, bare Minerals",2,Beauty/Makeup/Face,ColourPop Cosmetics,15,0,"Brand new unopened in perfect conditon all never used. Color pop ultra satin lip mini, bare minerals full size lash domination mascara, bare minerals mini lipstick in shade make your move moxie, bare minerals deluxe mini original powder foundation in medium beige, make up forever hd foundation sample from sephora, theBalm blush in shade hot mama, it cosmetics superhero mascara, Elizabeth mott matte bronzer, Temptu facial primer mini, full sized crayon concealer in shade light 2, mannakadar beauty blush in shade paradise blush, h&m eyeshadow in shade Dover, Hikari full size mascara, mini perfumes miss Dior, Chloe, and tom ford in orchard soleil, two mini Jane iredale lip & cheek stain in shade just kissed, TheBalm mad lash mascara mini. 19 pieces total Great Deal!! This is a steal! Plus 4$ Shipping! All brand name items! Mix of full size items, deluxe mini items, and mini items!"
550,Nike set NWT. M,1,Women/Athletic Apparel/Other,Nike,39,0,"Medium in women's (????I have a lot of Nike deals, visit my closet ????)"
551,4 Papermate Pencils 0.7mm,1,Other/Office supplies/School Supplies,Paper Mate,8,1,Price is firm. [rm] +[rm] shipping. Brand new. 2 ounces Thanks for looking.
552,Supreme Script Beanie FW 2016,2,Men/Men's Accessories/Hats,Supreme,36,0,I bought this during the Fall/Winter 2016 Collection. purchased straight off of the supreme website. it's only been worn a couple times. still super clean. looks brand new. it's a New Era brand OSFA.
553,Winter bundle,2,Kids/Girls 0-24 Mos/One-Pieces,Old Navy,8,0,Shirt 0-3 month leggings 6 months old navy and carters
556,New Nike Benassi JDI,1,Men/Shoes/Sandals,Nike,26,0,New Nike Men's Benassi JDI Slide - size- 12 Because of the size the shipping have to be [rm] ***** PRICE IS FIRM ***** *****NO FREE SHIPPING ****
559,Nike Shox size 2c,3,Kids/Girls 0-24 Mos/Shoes,Nike,12,0,"Girls Nike Shox size 2c EEUC, no noticeable flaws"
565,The Wolf Man #114 Funko ON HOLD,1,Kids/Toys/Action Figures & Statues,Funko,22,1,Monsters - The Wolf Man #114 Funko pop! *TOY TOKYO EXCLUSIVE* *GLOWS IN THE DARK*
566,Black Forever21 Heels,2,Women/Shoes/Pumps,FOREVER 21,14,1,"Black, Size US 7, Worn 1x"
571,High Waisted Denim Distress Shorts,2,Women/Jeans/Other,Buffalo David Bitton,10,1,NWOT: High waisted denim shorts with rips in the front.
572,Original Brand New Adidas nmdr,1,Women/Shoes/Athletic,adidas Originals,140,1,Brand new inbox Adidas nmdr Sneakers available in different sizes. Inbox for your size.
582,iPhone 6/6s plus cases,3,"Electronics/Cell Phones & Accessories/Cases, Covers & Skins",Apple,20,1,4 iPhone 6/6s plus cases.
583,Tommy Hilfiger,3,Men/Shorts/Casual Shorts,Tommy Hilfiger,10,0,size 30
584,J. Crew Military Green rolled sleeve tee,1,Women/Tops & Blouses/T-Shirts,J. Crew,9,1,"NWT. Has split side detailing and rolled sleeves. Brand new, comes from smoke/pet free home."
585,Mens Plaid Button Up Shirt,1,Men/Tops/Button-Front,George,6,1,"Never worn. Still has original tags. Comes from a pet free, smoke free home."
586,Blue Adidas Size 11 Men's,1,Men/Shoes/Athletic,Adidas,45,0,Purchase off of here for my boyfriend but he can't for them :( So I'm selling them
591,Under Armour black compression shirt,1,Men/Athletic Apparel/Shirts & Tops,Under Armour,13,1,Brand new with tags. Small barely noticeable defect on side stitching (see last picture)
594,Discontinued Mango tango twist fragrance,1,Beauty/Fragrance/Women,Bath & Body Works,12,0,Mist full sized
596,Wildfox Couture SweetHeart Cutie shorts,2,Women/Athletic Apparel/Shorts,Wildfox Couture,73,0,Wildfox Couture SweetHeart Cutie Shorts Womens Sz S Rare BBJ Sleep
602,Barbie Articulated Ken Male Doll,3,Kids/Toys/Dolls & Accessories,Barbie,10,0,Barbie Articulated Ken Male Doll for sale Good condition Does have a mark on his hand
605,Wet n wild makeup lot,1,Beauty/Makeup/Makeup Sets,Wet n Wild,8,1,14 set makeup lot Wet n wild-coloricon kohl eyeliner/don't leaf me Wet n wild-brow & eye liner pencil crayon/dark brown Wet n wild-coloricon kohl eyeliner crayon/baby's got black Wet n wild-coloricon lipliner crayon/brandy wine Wet n wild-megaslicks lip gloss/seedless watermelon Wet n wild-lipstick/mink brown Wet n wild-eyeshadow/Panther Wet n wild-eyeshadow/br?l¨¦e Wet n wild-eyeshadow/brass Wet n wild-eyeshadow/bleached Wet n wild-eyeshadow/groupie Wet n wild-eyeshadow/nutty Wet n wild-wild shine nail color/ready to propose Wet n wild-wild shine nail color/sparked
610,Purple gymshark tank top,2,Women/Athletic Apparel/Shirts & Tops,Gymshark,20,1,Purple gymshark tank top. Small. Racerback. Somewhat see through. Slits on side. Never worn
614,Sports Bra Bundle,2,Women/Athletic Apparel/Sports Bras,XOXO,9,1,Super cute sports bra bundle- cobalt blue and black- cross back detail. Too small for me. Never worn- no tags- some padding
615,Pandora Adjustable Silver Necklace,2,Women/Jewelry/Necklaces,PANDORA,28,1,Authentic and in like new condition. Free shipping. Comes Pouched. From 15-18 inches Check out my other Pandora Items for addition [rm] off other purchases on the same shipping day. Priced competitively. Boxes are additional [rm]. Fast shipper and high rated!
616,The north face womens medium,3,Women/Coats & Jackets/Fleece Jacket,The North Face,12,0,pre owned no holes medium womens pull over half zip blue/pink smoke free home
617,Sale! Three pink body mists!,3,Beauty/Fragrance/Women,Victoria's Secret,16,0,"Three pink body mists! Originally [rm] in total, only [rm] plus shipping! They have been used a couple times Includes: Cool & bright Total flirt Sweet & flirty"
618,Michael Kors purple leather tote,3,Women/Women's Handbags/Totes & Shoppers,Michael Kors,100,1,"ON HOLD for AmandaC. All other buyers will have their order cancelled. Authentic Michael Kors purple leather tote with gold tone detachable MK logo key fob and gold tone hardware (and gold tone feet) 16"" wide x 9"" tall x 6"" deep Strap has a 10 1/2"" drop so it sits comfortably on your shoulder. Full zipper at top, khaki colored interior with signature Michael Kors logo. One interior zippered pocket and four interior side wall pockets. Soft walled, has been stuffed to maintain its shape. Original dust bag included. Excellent used condition no tears, stains or rips. All zippers are fully functional. This cue bag definitely has a lot of life left in it!!! Beautiful rich color for spring."
620,Drug Rug Sweater,2,Women/Sweaters/Hooded,Urban Outfitters,14,0,Never been worn
623,Dooney and Bourke wallet,3,Women/Women's Accessories/Wallets,Dooney & Bourke,19,0,Black and taupe small wallet. Leather has a couple of small scratches as shown in photo. Super cute!
629,Rhinestone hoop earring,3,Women/Jewelry/Earrings,Nordstrom,8,1,Light weight rhinestone hoop earring.
632,?Soft Sateen Jeggings,2,Women/Jeans/Leggings,American Eagle,21,0,NWOT Blue AEO Sateen X Jeggings Really soft and comfortable! Ships immediately ?
634,Cage push up bralette,2,Women/Underwear/Bras,PINK,19,0,Neon and grey Victoria secret pink cage push up bralette Never worn but no tags Fits 32 and 34 A-C
635,Avon Penguin 1990 Tumbler Glasses,1,Home/Kitchen & Dining/Dining & Entertaining,Avon,15,0,"Tumblers, Glasses, Avon Penguin Party Four 1990 Brand New in Box Brand new in the original box and packaging never used. These are Avon tumblers from 1990. There are four acrylic 14 oz. tumblers. They are clear with graphics of penguins at play. Each tumbler has the same graphic."
